,date,macd,signal,buy/sell
0,2011-04-20,0.0,0.0,sell
1,2011-04-21,0.006253571252198498,0.0012507142504396996,buy
2,2011-04-25,-0.004836361166002945,3.3299167151170815e-05,sell
3,2011-04-26,0.002448248856198987,0.0005162891049607341,buy
4,2011-04-27,0.049628809885616576,0.010338793261091904,buy
5,2011-04-28,0.09285015798171692,0.02684106620521691,buy
6,2011-04-29,0.13077144671874663,0.04762714230792286,buy
7,2011-05-02,0.15956018161148577,0.07001375016863545,buy
8,2011-05-03,0.17745458311754625,0.09150191675841762,buy
9,2011-05-04,0.18831502221011576,0.11086453784875726,buy
10,2011-05-05,0.20093159650327586,0.12887794957966098,buy
11,2011-05-06,0.21989666005405795,0.14708169167454038,buy
12,2011-05-09,0.22770137291079173,0.16320562792179066,buy
13,2011-05-10,0.23576929931390822,0.17771836220021417,buy
14,2011-05-11,0.22519071514208733,0.1872128327885888,buy
15,2011-05-12,0.23252879634073587,0.19627602549901824,buy
16,2011-05-13,0.22255251770666717,0.20153132394054804,buy
17,2011-05-16,0.20537789024472808,0.20230063720138408,buy
18,2011-05-17,0.18503348643690032,0.19884720704848735,sell
19,2011-05-18,0.17494455110848683,0.19406667586048726,sell
20,2011-05-19,0.1604982820228873,0.18735299709296727,sell
21,2011-05-20,0.14507693462004312,0.17889778459838243,sell
22,2011-05-23,0.11485459930967323,0.16608914754064058,sell
23,2011-05-24,0.09157280808002888,0.15118587964851826,sell
24,2011-05-25,0.07342564038696331,0.13563383179620728,sell
25,2011-05-26,0.06803555548266615,0.12211417653349906,sell
26,2011-05-27,0.0584892862767763,0.1093891984821545,sell
27,2011-05-31,0.07308367472894339,0.10212809373151228,sell
28,2011-06-01,0.0848224311146879,0.09866696120814741,sell
29,2011-06-02,0.09418963746882625,0.09777149646028319,sell
30,2011-06-03,0.09704418484324684,0.09762603413687593,sell
31,2011-06-06,0.10044897033898081,0.09819062137729691,buy
32,2011-06-07,0.11334184552077176,0.10122086620599188,buy
33,2011-06-08,0.11305528324179015,0.10358774961315154,buy
34,2011-06-09,0.10244636869262358,0.10335947342904594,sell
35,2011-06-10,0.06397305781686136,0.09548219030660904,sell
36,2011-06-13,0.02968983872900921,0.08232371999108908,sell
37,2011-06-14,0.021820959426086972,0.07022316787808865,sell
38,2011-06-15,0.0034683607222945056,0.05687220644692982,sell
39,2011-06-16,-0.017771996889486275,0.04194336577964661,sell
40,2011-06-17,-0.050128885040299664,0.023528915615657356,sell
41,2011-06-20,-0.06467554487699445,0.005888023517126997,sell
42,2011-06-21,-0.05430043411838348,-0.0061496680099750985,sell
43,2011-06-22,-0.06545088425102996,-0.018009911258186073,sell
44,2011-06-23,-0.0779891992820545,-0.03000576886295976,sell
45,2011-06-24,-0.11193841290921114,-0.04639229767221004,sell
46,2011-06-27,-0.12987046027703109,-0.06308793019317424,sell
47,2011-06-28,-0.1259530712976744,-0.07566095841407428,sell
48,2011-06-29,-0.11854514252379467,-0.08423779523601836,sell
49,2011-06-30,-0.09598559658292416,-0.08658735550539953,sell
50,2011-07-01,-0.05944189623722451,-0.08115826365176453,buy
51,2011-07-05,-0.04139082391571236,-0.0732047757045541,buy
52,2011-07-06,-0.0380339119732831,-0.0661706029582999,buy
53,2011-07-07,-0.021343047666277926,-0.05720509189989551,buy
54,2011-07-08,-0.016317792206589132,-0.04902763196123424,buy
55,2011-07-11,-0.027007159720785268,-0.04462353751314445,buy
56,2011-07-12,-0.04277662012001393,-0.04425415403451835,buy
57,2011-07-13,-0.04279436286579674,-0.04396219580077403,buy
58,2011-07-14,-0.05950270347650921,-0.04707029733592107,sell
59,2011-07-15,-0.0677678752827493,-0.05120981292528672,sell
60,2011-07-18,-0.07821110530419872,-0.05661007140106912,sell
61,2011-07-19,-0.08076187693593084,-0.061440432508041466,sell
62,2011-07-20,-0.06702749025005872,-0.06255784405644492,sell
63,2011-07-21,-0.04957831658036582,-0.059961938561229104,buy
64,2011-07-22,-0.01104992220116685,-0.050179535289216655,buy
65,2011-07-25,0.005634772688486223,-0.03901667369367608,buy
66,2011-07-26,0.02752980358025603,-0.025707378238889658,buy
67,2011-07-27,0.024225677217401653,-0.015720767147631397,buy
68,2011-07-28,0.006548406914328453,-0.011266932335239427,buy
69,2011-07-29,-0.00441343376218839,-0.009896232620629221,buy
70,2011-08-01,-0.0028790113351053748,-0.008492788363524453,buy
71,2011-08-02,-0.02178887039530686,-0.011152004769880935,sell
72,2011-08-03,-0.038133434122864074,-0.016548290640477564,sell
73,2011-08-04,-0.08486921677305581,-0.030212475866993216,sell
74,2011-08-05,-0.12170329293002347,-0.04851063927959927,sell
75,2011-08-08,-0.18590983920742943,-0.0759904792651653,sell
76,2011-08-09,-0.20091566974900132,-0.10097551736193253,sell
77,2011-08-10,-0.23586002442402432,-0.1279524187743509,sell
78,2011-08-11,-0.23388780843801626,-0.14913949670708398,sell
79,2011-08-12,-0.2332323716731608,-0.16595807170029936,sell
80,2011-08-15,-0.21761845666649116,-0.1762901486935377,sell
81,2011-08-16,-0.21179269253935118,-0.18339065746270042,sell
82,2011-08-17,-0.20540731599773387,-0.18779398916970713,sell
83,2011-08-18,-0.225318596545371,-0.19529891064483992,sell
84,2011-08-19,-0.24486835029933474,-0.2052127985757389,sell
85,2011-08-22,-0.23961967304222398,-0.21209417346903592,sell
86,2011-08-23,-0.19722692621985516,-0.2091207240191998,buy
87,2011-08-24,-0.167690555801558,-0.20083469037567145,buy
88,2011-08-25,-0.16574602287844797,-0.19381695687622677,buy
