,date,macd,signal,buy/sell
0,2011-04-20,0.0,0.0,sell
1,2011-04-21,0.00216453095787017,0.000432906191574034,buy
2,2011-04-25,-0.0004927317765890393,0.0002477785979414194,sell
3,2011-04-26,0.02719640220815478,0.005637503319984092,buy
4,2011-04-27,0.06265044963308952,0.01704009258260518,buy
5,2011-04-28,0.10595013646024398,0.03482210135813294,buy
6,2011-04-29,0.13650336552004205,0.05515835419051476,buy
7,2011-05-02,0.1567197385031207,0.07547063105303596,buy
8,2011-05-03,0.15886589897966985,0.09214968463836273,buy
9,2011-05-04,0.14412535318410846,0.10254481834751189,buy
10,2011-05-05,0.11469807817556443,0.1049754703131224,buy
11,2011-05-06,0.10007596169025845,0.10399556858854961,sell
12,2011-05-09,0.10371629381513969,0.10393971363386764,sell
13,2011-05-10,0.12811752839296986,0.1087752765856881,buy
14,2011-05-11,0.12250314471469892,0.11152085021149027,buy
15,2011-05-12,0.14647347933465937,0.1185113760361241,buy
16,2011-05-13,0.14247836383771784,0.12330477359644286,buy
17,2011-05-16,0.1301479834173236,0.124673415560619,buy
18,2011-05-17,0.11467459052631312,0.12267365055375784,sell
19,2011-05-18,0.12289216869052666,0.12271735418111161,buy
20,2011-05-19,0.13929489030368103,0.1260328614056255,buy
21,2011-05-20,0.1305349581916957,0.12693328076283955,buy
22,2011-05-23,0.09241815722267432,0.12003025605480651,sell
23,2011-05-24,0.055007166860704615,0.10702563821598614,sell
24,2011-05-25,0.02290486431164851,0.0902014834351186,sell
25,2011-05-26,0.005609835050847778,0.07328315375826445,sell
26,2011-05-27,-0.0004264949499628301,0.058541224016619,sell
27,2011-05-31,0.02244963156103097,0.0513229055255014,sell
28,2011-06-01,-0.01725053513728625,0.03760821739294387,sell
29,2011-06-02,-0.06872308914126535,0.016341956086102026,sell
30,2011-06-03,-0.1374920870640466,-0.014424852543927696,sell
31,2011-06-06,-0.2087453136889863,-0.053288944772939426,sell
32,2011-06-07,-0.25840362201762446,-0.09431188022187643,sell
33,2011-06-08,-0.29869460394860425,-0.135188424967222,sell
34,2011-06-09,-0.314410643470147,-0.17103286866780704,sell
35,2011-06-10,-0.3599411262248111,-0.20881452017920787,sell
36,2011-06-13,-0.38339389222178255,-0.24373039458772283,sell
37,2011-06-14,-0.36222098438091876,-0.267428512546362,sell
38,2011-06-15,-0.3842593850580869,-0.29079468704870703,sell
39,2011-06-16,-0.3803702014323278,-0.3087097899254312,sell
40,2011-06-17,-0.3610419590108904,-0.3191762237425231,sell
41,2011-06-20,-0.3199634165235068,-0.31933366229871984,sell
42,2011-06-21,-0.26394842735047064,-0.30825661530907,buy
43,2011-06-22,-0.23232843269359194,-0.29307097878597443,buy
44,2011-06-23,-0.21854510783023073,-0.2781658045948257,buy
45,2011-06-24,-0.2248943776530723,-0.26751151920647503,buy
46,2011-06-27,-0.2125772470113958,-0.25652466476745917,buy
47,2011-06-28,-0.17432019783700525,-0.2400837713813684,buy
48,2011-06-29,-0.11944773014467103,-0.21595656313402894,buy
49,2011-06-30,-0.057639328563716674,-0.1842931162199665,buy
50,2011-07-01,0.033993157580759714,-0.14063586145982124,buy
51,2011-07-05,0.09612386949714846,-0.0932839152684273,buy
52,2011-07-06,0.1551616566404519,-0.043594800886651464,buy
53,2011-07-07,0.22201432045520164,0.009527023381719159,buy
54,2011-07-08,0.24840514500684918,0.05730264770674516,buy
55,2011-07-11,0.2264275363045769,0.0911276254263115,buy
56,2011-07-12,0.2088104220488134,0.11466418475081189,buy
57,2011-07-13,0.19208322106019438,0.1301479920126884,buy
58,2011-07-14,0.15224079387987643,0.13456655238612603,buy
59,2011-07-15,0.13347399746196942,0.13434804140129472,sell
60,2011-07-18,0.08833714658420888,0.12514586243787756,sell
61,2011-07-19,0.08142428764995202,0.11640154748029247,sell
62,2011-07-20,0.07780781564725459,0.1086828011136849,sell
63,2011-07-21,0.10300014781245892,0.10754627045343972,sell
64,2011-07-22,0.11501739695910373,0.10904049575457253,buy
65,2011-07-25,0.10402939734513694,0.10803827607268542,sell
66,2011-07-26,0.07295977246528196,0.10102257535120474,sell
67,2011-07-27,-0.0018551646818991685,0.08044702734458396,sell
68,2011-07-28,-0.07463343295587777,0.04943093528449161,sell
69,2011-07-29,-0.1504422424804659,0.009456299731500115,sell
70,2011-08-01,-0.2239421408231621,-0.03722338837943233,sell
71,2011-08-02,-0.3313450827232316,-0.09604772724819219,sell
72,2011-08-03,-0.4057151449066865,-0.15798121077989105,sell
73,2011-08-04,-0.5668260568166374,-0.23975017998724035,sell
74,2011-08-05,-0.6735002185034489,-0.32650018769048206,sell
75,2011-08-08,-0.9070557376424517,-0.44261129768087604,sell
76,2011-08-09,-0.9624176573755818,-0.5465725696198172,sell
77,2011-08-10,-1.0935627824499718,-0.6559706121858482,sell
78,2011-08-11,-1.0692917647982156,-0.7386348427083217,sell
79,2011-08-12,-1.0249966561261488,-0.7959072053918871,sell
80,2011-08-15,-0.9191520056421894,-0.8205561654419475,sell
81,2011-08-16,-0.8404793493465732,-0.8245408022228727,sell
82,2011-08-17,-0.770900588460357,-0.8138127594703697,buy
83,2011-08-18,-0.7921563761904622,-0.8094814828143883,buy
84,2011-08-19,-0.8221479507178202,-0.8120147763950747,sell
85,2011-08-22,-0.8302757990411536,-0.8156669809242905,sell
86,2011-08-23,-0.7475367548759877,-0.80204093571463,buy
87,2011-08-24,-0.6316432338955167,-0.7679613953508074,buy
88,2011-08-25,-0.5789236013886807,-0.7301538365583821,buy
89,2011-08-26,-0.4993822878280554,-0.6839995268123167,buy
