,date,macd,signal,buy/sell
0,2011-04-20,0.0,0.0,sell
1,2011-04-21,0.04254232988058959,0.008508465976117919,buy
2,2011-04-25,0.09540902029687004,0.025888576840268344,buy
3,2011-04-26,0.16577137172329515,0.0538651358168737,buy
4,2011-04-27,0.30059214015584956,0.10321053668466888,buy
5,2011-04-28,0.4353272645758324,0.1696338822629016,buy
6,2011-04-29,0.5399317357184472,0.24369345295401074,buy
7,2011-05-02,0.6232406704564184,0.3196028964544923,buy
8,2011-05-03,0.5903179917010277,0.37374591550379943,buy
9,2011-05-04,0.5172556924902736,0.40244787090109424,buy
10,2011-05-05,0.3410053995933353,0.3901593766395425,sell
11,2011-05-06,0.1519844853068335,0.34252439837300075,sell
12,2011-05-09,0.025682039129350187,0.2791559265242707,sell
13,2011-05-10,-0.022013005513898065,0.21892214011663694,sell
14,2011-05-11,-0.11987964401313889,0.15116178329068178,sell
15,2011-05-12,-0.218475460526534,0.07723433452723863,sell
16,2011-05-13,-0.3767618877513499,-0.013564909928479071,sell
17,2011-05-16,-0.5238183342164717,-0.11561559478607761,sell
18,2011-05-17,-0.6107906612664991,-0.2146506080821619,sell
19,2011-05-18,-0.6304579344556558,-0.2978120733568607,sell
20,2011-05-19,-0.6199523103335522,-0.362240120752199,sell
21,2011-05-20,-0.6486992890664354,-0.4195319544150463,sell
22,2011-05-23,-0.7559634865690157,-0.48681826084584023,sell
23,2011-05-24,-0.7944321536606296,-0.5483410394087982,sell
24,2011-05-25,-0.7897004111409487,-0.5966129137552283,sell
25,2011-05-26,-0.7147263040902914,-0.620235591822241,sell
26,2011-05-27,-0.6539154407728134,-0.6269715616123555,sell
27,2011-05-31,-0.5208599429329226,-0.6057492378764688,buy
28,2011-06-01,-0.5053448099897508,-0.5856683522991253,buy
29,2011-06-02,-0.4894534966564237,-0.566425381170585,buy
30,2011-06-03,-0.47496978005162305,-0.5481342609467927,buy
31,2011-06-06,-0.4870652259873225,-0.5359204539548987,buy
32,2011-06-07,-0.4788395535498893,-0.5245042738738969,buy
33,2011-06-08,-0.46947081900594867,-0.5134975829003072,buy
34,2011-06-09,-0.39653854404038924,-0.49010577512832365,buy
35,2011-06-10,-0.4234700966587681,-0.47677863943441257,buy
36,2011-06-13,-0.419494989477343,-0.46532190944299867,buy
37,2011-06-14,-0.35945804207207743,-0.44414913596881445,buy
38,2011-06-15,-0.4045074801183688,-0.4362208047987253,buy
39,2011-06-16,-0.46202384585986067,-0.44138141301095246,sell
40,2011-06-17,-0.4744848499112422,-0.44800210039101046,sell
41,2011-06-20,-0.4611225780418948,-0.45062619592118736,sell
42,2011-06-21,-0.36186955768690865,-0.43287486827433164,buy
43,2011-06-22,-0.33263199775700514,-0.41282629417086636,buy
44,2011-06-23,-0.3545327297919414,-0.4011675812950814,buy
45,2011-06-24,-0.42283072729575366,-0.4055002104952159,sell
46,2011-06-27,-0.4426667310491723,-0.41293351460600725,sell
47,2011-06-28,-0.40355236709903863,-0.4110572851046136,buy
48,2011-06-29,-0.31920332249156047,-0.392686492582003,buy
49,2011-06-30,-0.17962063875205558,-0.3500733218160135,buy
50,2011-07-01,-0.045939412324841555,-0.28924653991777916,buy
51,2011-07-05,0.06033315314041943,-0.21933060130613946,buy
52,2011-07-06,0.165687340923526,-0.14232701286020638,buy
53,2011-07-07,0.2888659967208582,-0.05608841094399346,buy
54,2011-07-08,0.39220584214008625,0.033570439672822486,buy
55,2011-07-11,0.36795960987859644,0.10044827371397727,buy
56,2011-07-12,0.3057907951447447,0.14151677800013077,buy
57,2011-07-13,0.2986520089869913,0.17294382419750287,buy
58,2011-07-14,0.2931997570899725,0.1969950107759968,buy
59,2011-07-15,0.3068486255872287,0.21896573373824318,buy
60,2011-07-18,0.2846837277880354,0.23210933254820165,buy
61,2011-07-19,0.30912909970456326,0.247513285979474,buy
62,2011-07-20,0.33235136523025943,0.26448090182963113,buy
63,2011-07-21,0.4545861788627761,0.30250195723626017,buy
64,2011-07-22,0.5396049200439279,0.3499225497977937,buy
65,2011-07-25,0.614746047275581,0.4028872492933512,buy
66,2011-07-26,0.6964793145832573,0.46160566235133244,buy
67,2011-07-27,0.6639882995879063,0.5020821897986473,buy
68,2011-07-28,0.6324834379264601,0.5281624394242099,buy
69,2011-07-29,0.5848998842249529,0.5395099283843585,buy
70,2011-08-01,0.5090603624536456,0.5334200151982159,sell
71,2011-08-02,0.38562474407420666,0.5038609609734142,sell
72,2011-08-03,0.20512751527931528,0.4441142718345944,sell
73,2011-08-04,-0.17578494829080427,0.32013442780951473,sell
74,2011-08-05,-0.4824609516827536,0.15961535191106108,sell
75,2011-08-08,-0.9467110156659047,-0.06164992160433208,sell
76,2011-08-09,-1.0886166558638024,-0.26704326845622617,sell
77,2011-08-10,-1.3313242538742642,-0.47989946553983376,sell
78,2011-08-11,-1.3608367842169002,-0.6560869292752471,sell
79,2011-08-12,-1.2870086083058183,-0.7822712650813615,sell
80,2011-08-15,-1.1627650485513712,-0.8583700217753635,sell
81,2011-08-16,-1.1054423855802895,-0.9077844945363488,sell
82,2011-08-17,-1.0294943909305303,-0.9321264738151852,sell
83,2011-08-18,-1.0791427120815271,-0.9615297214684536,sell
84,2011-08-19,-1.1999915874694764,-1.0092220946686583,sell
85,2011-08-22,-1.200068063002476,-1.047391288335422,sell
86,2011-08-23,-1.082471124495406,-1.0544072555674187,sell
87,2011-08-24,-0.9887575380083433,-1.0412773120556036,buy
88,2011-08-25,-1.012657818511478,-1.0355534133467785,buy
89,2011-08-26,-0.9665715911450832,-1.0217570489064396,buy
