,date,macd,signal,buy/sell
0,2011-04-20,0.0,0.0,sell
1,2011-04-21,0.01739369362507759,0.003478738725015518,buy
2,2011-04-25,0.025952589749799415,0.007973508929972298,buy
3,2011-04-26,0.061929229362366556,0.018764653016451152,buy
4,2011-04-27,0.11376181487817405,0.037764085388795735,buy
5,2011-04-28,0.15933575801360433,0.062078419913757454,buy
6,2011-04-29,0.19948714953758184,0.08956016583852233,buy
7,2011-05-02,0.20640777458945792,0.11292968758870944,buy
8,2011-05-03,0.1802588057389869,0.12639551121876494,buy
9,2011-05-04,0.1284970833119985,0.12681582563741164,buy
10,2011-05-05,0.0756954259346756,0.11659174569686444,sell
11,2011-05-06,0.044247227234585296,0.10212284200440862,sell
12,2011-05-09,0.04449753391499911,0.09059778038652672,sell
13,2011-05-10,0.08836482946924207,0.09015119020306979,sell
14,2011-05-11,0.08172237156873763,0.08846542647620335,sell
15,2011-05-12,0.09715456904656605,0.0902032549902759,buy
16,2011-05-13,0.07717984683809931,0.08759857335984059,sell
17,2011-05-16,0.025864118960839733,0.07525168248004042,sell
18,2011-05-17,-0.02020102179631067,0.05616114162477021,sell
19,2011-05-18,-0.02336310439774536,0.0402562924202671,sell
20,2011-05-19,-0.021399799039585332,0.02792507412829661,sell
21,2011-05-20,-0.039098655256132986,0.014520328251410692,sell
22,2011-05-23,-0.09391404600953379,-0.007166546600778206,sell
23,2011-05-24,-0.1493566123899157,-0.035604559758605714,sell
24,2011-05-25,-0.16187265231314285,-0.06085817826951315,sell
25,2011-05-26,-0.14026543029543603,-0.07673962867469773,sell
26,2011-05-27,-0.10295400723332193,-0.08198250438642257,sell
27,2011-05-31,-0.034283450042039476,-0.07244269351754595,buy
28,2011-06-01,-0.05801202119634041,-0.06955655905330485,buy
29,2011-06-02,-0.08255029708562134,-0.07215530665976816,sell
30,2011-06-03,-0.13875157148176953,-0.08547455962416844,sell
31,2011-06-06,-0.21633714310654995,-0.11164707632064474,sell
32,2011-06-07,-0.2673530012055494,-0.14278826129762567,sell
33,2011-06-08,-0.32897358701851687,-0.1800253264418039,sell
34,2011-06-09,-0.36237146345415994,-0.21649455384427513,sell
35,2011-06-10,-0.4223241100566888,-0.2576604650867579,sell
36,2011-06-13,-0.47039633145392656,-0.30020763836019165,sell
37,2011-06-14,-0.44982542872991615,-0.3301311964341366,sell
38,2011-06-15,-0.4651075374631759,-0.35712646463994446,sell
39,2011-06-16,-0.46377920232372105,-0.3784570121766998,sell
40,2011-06-17,-0.45849656510280923,-0.3944649227619217,sell
41,2011-06-20,-0.42478349117182646,-0.4005286364439027,sell
42,2011-06-21,-0.35074274094005276,-0.3905714573431327,buy
43,2011-06-22,-0.3054332178359829,-0.37354380944170273,buy
44,2011-06-23,-0.26157479198277755,-0.35115000594991774,buy
45,2011-06-24,-0.23921804217412657,-0.32876361319475955,buy
46,2011-06-27,-0.20154937985786603,-0.3033207665273809,buy
47,2011-06-28,-0.13035397152910022,-0.2687274075277247,buy
48,2011-06-29,-0.062285246526695204,-0.22743897532751883,buy
49,2011-06-30,0.020336726979383712,-0.17788383486613832,buy
50,2011-07-01,0.1256170724226635,-0.11718365340837797,buy
51,2011-07-05,0.21573177399568877,-0.05060056792756462,buy
52,2011-07-06,0.2901501666647306,0.017549578990894425,buy
53,2011-07-07,0.3820947569479216,0.09045861458229987,buy
54,2011-07-08,0.43339442912976267,0.15904577749179244,buy
55,2011-07-11,0.4163655537060009,0.21050973273463416,buy
56,2011-07-12,0.38747484349380557,0.24590275488646846,buy
57,2011-07-13,0.3816852789274279,0.2730592596946604,buy
58,2011-07-14,0.3299292333951911,0.2844332544347665,buy
59,2011-07-15,0.3006053132149482,0.28766766619080286,buy
60,2011-07-18,0.2400475571644698,0.27814364438553624,sell
61,2011-07-19,0.2459835682601117,0.27171162916045133,sell
62,2011-07-20,0.2415562610378359,0.2656805555359283,sell
63,2011-07-21,0.2604309385524033,0.26463063213922333,sell
64,2011-07-22,0.2694625584186099,0.26559701739510067,buy
65,2011-07-25,0.2473266841170627,0.2619429507394931,sell
66,2011-07-26,0.20555551920748627,0.25066546443309173,sell
67,2011-07-27,0.09694231583845792,0.219920834714165,sell
68,2011-07-28,0.0037717610566581072,0.17669101998266362,sell
69,2011-07-29,-0.06682786288287446,0.127987243409556,sell
70,2011-08-01,-0.13567067801904642,0.07525565912383553,sell
71,2011-08-02,-0.258815517804873,0.008441423738093819,sell
72,2011-08-03,-0.33945100704671916,-0.06113706241886878,sell
73,2011-08-04,-0.5273713626243648,-0.154383922459968,sell
74,2011-08-05,-0.7024013706145205,-0.2639874120908785,sell
75,2011-08-08,-1.0173030218982149,-0.41465053405234575,sell
76,2011-08-09,-1.1272999213089214,-0.5571804115036609,sell
77,2011-08-10,-1.3051964137422978,-0.7067836119513884,sell
78,2011-08-11,-1.3265308455583416,-0.830733058672779,sell
79,2011-08-12,-1.3134895829228235,-0.9272843635227879,sell
80,2011-08-15,-1.2321883740377366,-0.9882651656257776,sell
81,2011-08-16,-1.1889545646938942,-1.028403045439401,sell
82,2011-08-17,-1.1474577309176013,-1.0522139825350412,sell
83,2011-08-18,-1.2259519546415483,-1.0869615769563428,sell
84,2011-08-19,-1.305544834866442,-1.1306782285383628,sell
85,2011-08-22,-1.3554655491279206,-1.1756356926562743,sell
86,2011-08-23,-1.2794467149913693,-1.1963978971232934,sell
87,2011-08-24,-1.1774231641156412,-1.192602950521763,buy
88,2011-08-25,-1.1349606424300482,-1.1810744889034201,buy
89,2011-08-26,-1.0424012986312086,-1.1533398508489778,buy
